subscription_id,customer_id,plan_id,billing_cycle,start_date,status,end_date,cancel_reason,current_monthly_value,mrr,auto_renew
S000299,C00299,P_BASIC_M,Monthly,2024-03-09,Active,,,49.0,19,1
S000300,C00300,P_PRO_M,Monthly,2024-07-23,Active,,,49.0,49,1
S000301,C00301,P_PRO_M,Monthly,2024-11-08,Churned,2024-12-31,Switched Competitor,49.0,49,1
S000302,C00302,P_PRO_A,Annual,2024-05-13,Active,,,41.0,41,1
S000303,C00303,P_ENT_A,Annual,2023-06-08,Active,,,208.0,208,1
S000304,C00304,P_BASIC_M,Monthly,2023-07-14,Churned,2024-01-10,Missing Features,19.0,19,1
S000305,C00305,P_ENT_A,Annual,2023-10-31,Active,,,208.0,208,1
S000306,C00306,P_BASIC_M,Monthly,2023-08-11,Churned,2024-02-07,Switched Competitor,19.0,19,1
S000307,C00307,P_PRO_M,Monthly,2023-03-01,Churned,2024-12-20,Too Expensive,49.0,49,0
S000308,C00308,P_PRO_A,Annual,2024-08-16,Churned,2024-12-31,Budget Cuts,41.0,41,1
S000309,C00309,P_BASIC_M,Monthly,2024-07-09,Churned,2024-12-31,Budget Cuts,19.0,19,1
S000310,C00310,P_PRO_A,Annual,2023-03-04,Expired,2024-11-23,,41.0,41,0
S000311,C00311,P_BASIC_A,Annual,2023-11-18,Active,,,41.0,16,1
S000312,C00312,P_BASIC_A,Annual,2023-02-28,Active,,,16.0,16,1
S000313,C00313,P_BASIC_M,Monthly,2023-02-21,Active,,,19.0,19,1
S000314,C00314,P_BASIC_M,Monthly,2024-08-21,Active,,,19.0,19,1
S000315,C00315,P_PRO_M,Monthly,2024-05-03,Expired,2024-12-31,,49.0,49,0
S000316,C00316,P_BASIC_M,Monthly,2024-05-29,Active,,,19.0,19,1
S000317,C00317,P_PRO_M,Monthly,2024-06-27,Active,,,49.0,49,1
S000318,C00318,P_PRO_M,Monthly,2023-06-11,Churned,2024-02-06,Missing Features,49.0,49,1
S000319,C00319,P_PRO_M,Monthly,2023-02-28,Active,,,49.0,49,0
S000320,C00320,P_BASIC_M,Monthly,2024-06-04,Churned,2024-12-31,Payment Failure,19.0,19,1
S000321,C00321,P_PRO_M,Monthly,2023-03-24,Active,,,49.0,49,1
S000322,C00322,P_BASIC_A,Annual,2023-07-10,Churned,2024-12-31,Payment Failure,16.0,16,1
S000323,C00323,P_ENT_M,Monthly,2023-03-12,Churned,2024-09-02,Payment Failure,249.0,249,1
S000324,C00324,P_BASIC_M,Monthly,2024-09-01,Churned,2024-11-30,Switched Competitor,19.0,19,1
S000325,C00325,P_BASIC_A,Annual,2023-03-11,Active,,,16.0,16,1
S000326,C00326,P_BASIC_M,Monthly,2024-11-22,Churned,2024-12-31,Poor Support,19.0,19,1
S000327,C00327,P_BASIC_A,Annual,2023-08-29,Active,,,16.0,16,1
S000328,C00328,P_PRO_M,Monthly,2024-02-18,Churned,2024-10-15,No Longer Needed,49.0,49,0
S000329,C00329,P_BASIC_M,Monthly,2023-05-03,Churned,2023-12-29,Poor Support,19.0,19,0
S000330,C00330,P_PRO_M,Monthly,2024-08-06,Active,,,49.0,49,1
S000331,C00331,P_PRO_A,Annual,2023-09-10,Churned,2024-11-03,Too Expensive,41.0,41,1
S000332,C00332,P_BUS_M,Monthly,2024-08-15,Active,,,99.0,99,1
S000333,C00333,P_BUS_M,Monthly,2024-08-31,Active,,,99.0,99,1
S000334,C00334,P_BASIC_M,Monthly,2023-02-10,Active,,,19.0,19,1
S000335,C00335,P_BUS_A,Annual,2024-09-26,Churned,2024-12-31,No Longer Needed,82.0,82,1
S000336,C00336,P_BUS_M,Monthly,2023-03-25,Churned,2023-06-23,Missing Features,99.0,99,1
S000337,C00337,P_BASIC_A,Annual,2024-03-05,Active,,,16.0,16,1
S000338,C00338,P_PRO_M,Monthly,2024-11-04,Churned,2024-12-31,Technical Issues,49.0,49,1
S000339,C00339,P_BUS_A,Annual,2024-08-20,Expired,2024-12-31,,82.0,82,0
S000340,C00340,P_BASIC_M,Monthly,2024-08-01,Active,,,49.0,19,1
S000341,C00341,P_PRO_A,Annual,2024-06-19,Churned,2024-12-31,Payment Failure,41.0,41,1
S000342,C00342,P_ENT_M,Monthly,2023-11-20,Active,,,249.0,249,1
S000343,C00343,P_BASIC_A,Annual,2023-09-25,Active,,,16.0,16,1
S000344,C00344,P_BASIC_M,Monthly,2023-07-29,Expired,2024-12-31,,19.0,19,0
S000345,C00345,P_PRO_A,Annual,2024-11-16,Churned,2024-12-31,Missing Features,41.0,41,1
S000346,C00346,P_PRO_M,Monthly,2023-11-18,Active,,,49.0,49,0
S000347,C00347,P_BASIC_A,Annual,2023-09-02,Expired,2024-04-29,,16.0,16,0
S000348,C00348,P_BASIC_A,Annual,2023-09-29,Churned,2023-11-28,No Longer Needed,16.0,16,1
S000349,C00349,P_BUS_M,Monthly,2024-02-10,Churned,2024-12-31,Poor Support,99.0,99,1
S000350,C00350,P_BUS_A,Annual,2023-05-15,Active,,,82.0,82,1
S000351,C00351,P_PRO_A,Annual,2024-11-18,Active,,,41.0,41,1
S000352,C00352,P_BASIC_A,Annual,2024-10-22,Active,,,41.0,16,1
S000353,C00353,P_BASIC_M,Monthly,2023-11-04,Active,,,19.0,19,1
S000354,C00354,P_BASIC_M,Monthly,2024-04-13,Active,,,249.0,19,1
S000355,C00355,P_ENT_M,Monthly,2023-11-20,Churned,2024-06-17,Switched Competitor,249.0,249,1
S000356,C00356,P_PRO_M,Monthly,2023-03-16,Churned,2023-07-14,Missing Features,49.0,49,1
S000357,C00357,P_PRO_M,Monthly,2023-01-10,Churned,2023-08-08,Missing Features,49.0,49,0
S000358,C00358,P_BUS_A,Annual,2024-04-14,Churned,2024-08-12,Too Expensive,82.0,82,1
S000359,C00359,P_BUS_A,Annual,2024-09-28,Active,,,82.0,82,1
S000360,C00360,P_BASIC_A,Annual,2024-07-30,Churned,2024-12-31,Missing Features,16.0,16,0
S000361,C00361,P_PRO_A,Annual,2023-04-13,Expired,2024-10-04,,41.0,41,0
S000362,C00362,P_PRO_M,Monthly,2023-03-17,Expired,2024-06-09,,49.0,49,0
S000363,C00363,P_ENT_M,Monthly,2024-07-04,Active,,,249.0,249,1
S000364,C00364,P_ENT_M,Monthly,2023-08-07,Active,,,249.0,249,1
S000365,C00365,P_BUS_M,Monthly,2024-06-02,Active,,,99.0,99,1
S000366,C00366,P_PRO_A,Annual,2023-09-29,Active,,,41.0,41,1
S000367,C00367,P_PRO_A,Annual,2023-05-16,Churned,2024-11-06,Technical Issues,41.0,41,1
S000368,C00368,P_BASIC_M,Monthly,2023-12-24,Expired,2024-07-21,,19.0,19,0
S000369,C00369,P_BASIC_A,Annual,2023-03-12,Active,,,16.0,16,1
S000370,C00370,P_BASIC_M,Monthly,2023-09-08,Churned,2024-05-05,Payment Failure,19.0,19,1
S000371,C00371,P_BASIC_M,Monthly,2024-01-14,Active,,,19.0,19,1
S000372,C00372,P_BASIC_A,Annual,2023-10-19,Churned,2023-12-18,Too Expensive,16.0,16,1
S000373,C00373,P_PRO_M,Monthly,2023-06-11,Churned,2024-05-06,Missing Features,49.0,49,1
S000374,C00374,P_PRO_M,Monthly,2024-03-24,Churned,2024-12-31,No Longer Needed,49.0,49,1
S000375,C00375,P_PRO_M,Monthly,2024-07-10,Active,,,99.0,49,1
S000376,C00376,P_BASIC_A,Annual,2023-11-06,Active,,,208.0,16,1
S000377,C00377,P_ENT_A,Annual,2024-09-18,Churned,2024-12-31,Switched Competitor,208.0,208,1
S000378,C00378,P_BUS_A,Annual,2024-10-31,Active,,,82.0,82,1
S000379,C00379,P_BUS_M,Monthly,2024-06-25,Expired,2024-12-31,,99.0,99,0
S000380,C00380,P_BASIC_M,Monthly,2023-01-09,Active,,,19.0,19,1
S000381,C00381,P_BASIC_A,Annual,2024-11-14,Active,,,16.0,16,1
S000382,C00382,P_ENT_M,Monthly,2024-07-21,Churned,2024-12-31,Too Expensive,249.0,249,1
S000383,C00383,P_PRO_A,Annual,2023-11-03,Active,,,41.0,41,1
S000384,C00384,P_BASIC_M,Monthly,2024-11-10,Churned,2024-12-31,Budget Cuts,19.0,19,0
S000385,C00385,P_ENT_A,Annual,2023-04-17,Active,,,208.0,208,1
S000386,C00386,P_BASIC_M,Monthly,2023-05-18,Active,,,19.0,19,1
S000387,C00387,P_BASIC_M,Monthly,2023-09-28,Active,,,19.0,19,1
S000388,C00388,P_BUS_A,Annual,2023-04-29,Active,,,82.0,82,0
S000389,C00389,P_BASIC_M,Monthly,2023-04-20,Active,,,19.0,19,1
S000390,C00390,P_PRO_A,Annual,2024-07-20,Active,,,41.0,41,0
S000391,C00391,P_BASIC_M,Monthly,2023-06-09,Active,,,19.0,19,1
S000392,C00392,P_BASIC_M,Monthly,2023-10-06,Churned,2024-11-29,Payment Failure,19.0,19,1
S000393,C00393,P_PRO_M,Monthly,2023-10-16,Churned,2024-12-31,Technical Issues,49.0,49,1
S000394,C00394,P_BASIC_M,Monthly,2024-09-11,Active,,,19.0,19,1
S000395,C00395,P_BASIC_M,Monthly,2023-08-04,Active,,,19.0,19,1
S000396,C00396,P_PRO_M,Monthly,2023-12-18,Churned,2024-12-31,Missing Features,49.0,49,1
S000397,C00397,P_BUS_M,Monthly,2023-07-28,Churned,2024-06-22,Payment Failure,99.0,99,1
S000398,C00398,P_BASIC_A,Annual,2024-10-11,Churned,2024-12-31,Switched Competitor,16.0,16,1
S000399,C00399,P_PRO_A,Annual,2023-09-28,Active,,,41.0,41,0
S000400,C00400,P_PRO_M,Monthly,2024-06-01,Churned,2024-12-31,Poor Support,49.0,49,1
S000401,C00401,P_ENT_A,Annual,2024-05-15,Active,,,208.0,208,0
S000402,C00402,P_BASIC_M,Monthly,2023-09-15,Active,,,19.0,19,0
S000403,C00403,P_PRO_A,Annual,2023-02-22,Churned,2024-12-31,Payment Failure,41.0,41,1
S000404,C00404,P_BASIC_M,Monthly,2023-04-05,Expired,2023-07-04,,19.0,19,0
S000405,C00405,P_BASIC_M,Monthly,2024-10-11,Active,,,19.0,19,1
S000406,C00406,P_BASIC_M,Monthly,2024-03-09,Active,,,19.0,19,1
S000407,C00407,P_BASIC_M,Monthly,2023-10-11,Active,,,19.0,19,1
S000408,C00408,P_BASIC_M,Monthly,2023-02-15,Active,,,49.0,19,1
S000409,C00409,P_ENT_A,Annual,2023-01-04,Churned,2023-12-30,Payment Failure,208.0,208,0
S000410,C00410,P_ENT_A,Annual,2023-12-08,Active,,,208.0,208,1
S000411,C00411,P_BUS_M,Monthly,2023-05-14,Active,,,99.0,99,1
S000412,C00412,P_BUS_M,Monthly,2024-10-14,Active,,,99.0,99,0
S000413,C00413,P_ENT_A,Annual,2023-09-26,Active,,,208.0,208,1
S000414,C00414,P_PRO_A,Annual,2023-06-15,Active,,,82.0,41,0
S000415,C00415,P_PRO_A,Annual,2024-03-28,Active,,,41.0,41,1
S000416,C00416,P_BASIC_M,Monthly,2024-07-18,Active,,,19.0,19,1
S000417,C00417,P_BASIC_A,Annual,2024-03-13,Churned,2024-05-12,Switched Competitor,16.0,16,1
S000418,C00418,P_BASIC_A,Annual,2024-07-28,Churned,2024-12-31,Payment Failure,16.0,16,1
S000419,C00419,P_BASIC_M,Monthly,2023-01-10,Churned,2023-10-07,No Longer Needed,19.0,19,1
S000420,C00420,P_PRO_A,Annual,2023-04-25,Active,,,41.0,41,1
S000421,C00421,P_PRO_A,Annual,2023-03-19,Active,,,41.0,41,1
S000422,C00422,P_BASIC_M,Monthly,2023-06-02,Churned,2024-05-27,Missing Features,19.0,19,1
S000423,C00423,P_BASIC_A,Annual,2024-07-12,Active,,,82.0,16,0
S000424,C00424,P_PRO_A,Annual,2023-02-06,Active,,,82.0,41,0
S000425,C00425,P_ENT_M,Monthly,2024-01-14,Active,,,249.0,249,1
S000426,C00426,P_BUS_A,Annual,2024-08-19,Churned,2024-12-31,Technical Issues,82.0,82,0
S000427,C00427,P_BUS_M,Monthly,2024-07-19,Expired,2024-12-31,,99.0,99,0
S000428,C00428,P_BASIC_M,Monthly,2023-06-01,Churned,2024-01-27,Switched Competitor,19.0,19,1
S000429,C00429,P_BASIC_M,Monthly,2024-03-16,Expired,2024-12-31,,19.0,19,0
S000430,C00430,P_BUS_M,Monthly,2023-05-11,Churned,2024-10-02,Missing Features,99.0,99,1
S000431,C00431,P_PRO_A,Annual,2023-02-12,Active,,,41.0,41,1
S000432,C00432,P_BASIC_A,Annual,2023-11-12,Expired,2024-01-11,,16.0,16,0
S000433,C00433,P_PRO_M,Monthly,2024-01-09,Churned,2024-09-05,Payment Failure,49.0,49,0
S000434,C00434,P_BASIC_M,Monthly,2023-02-10,Active,,,19.0,19,1
S000435,C00435,P_PRO_M,Monthly,2024-01-02,Active,,,49.0,49,1
S000436,C00436,P_BASIC_M,Monthly,2023-08-04,Churned,2024-12-31,Too Expensive,19.0,19,1
S000437,C00437,P_BUS_A,Annual,2024-11-29,Churned,2024-12-31,Payment Failure,82.0,82,0
S000438,C00438,P_BASIC_M,Monthly,2023-09-13,Active,,,19.0,19,0
S000439,C00439,P_PRO_A,Annual,2024-11-13,Expired,2024-12-31,,41.0,41,0
S000440,C00440,P_BASIC_M,Monthly,2023-04-16,Active,,,19.0,19,1
S000441,C00441,P_PRO_A,Annual,2023-12-29,Churned,2024-12-31,Too Expensive,41.0,41,1
S000442,C00442,P_PRO_M,Monthly,2024-07-27,Churned,2024-12-31,Payment Failure,49.0,49,1
S000443,C00443,P_BASIC_M,Monthly,2024-02-21,Active,,,19.0,19,1
S000444,C00444,P_PRO_A,Annual,2024-09-27,Active,,,41.0,41,1
S000445,C00445,P_BASIC_M,Monthly,2023-06-08,Active,,,49.0,19,1
S000446,C00446,P_PRO_A,Annual,2023-08-31,Expired,2024-12-31,,41.0,41,0
S000447,C00447,P_ENT_A,Annual,2023-06-16,Expired,2023-12-13,,208.0,208,0
S000448,C00448,P_BUS_M,Monthly,2023-07-01,Active,,,99.0,99,1
S000449,C00449,P_ENT_M,Monthly,2024-02-27,Expired,2024-12-23,,249.0,249,0
S000450,C00450,P_PRO_M,Monthly,2023-01-26,Active,,,49.0,49,1
S000451,C00451,P_ENT_M,Monthly,2023-07-03,Expired,2023-09-01,,249.0,249,0
S000452,C00452,P_BASIC_M,Monthly,2023-12-07,Active,,,19.0,19,1
S000453,C00453,P_PRO_M,Monthly,2024-02-26,Active,,,49.0,49,1
S000454,C00454,P_BUS_A,Annual,2024-11-16,Expired,2024-12-31,,82.0,82,0
S000455,C00455,P_PRO_M,Monthly,2023-09-12,Churned,2023-11-11,No Longer Needed,49.0,49,1
S000456,C00456,P_BASIC_M,Monthly,2023-10-01,Active,,,19.0,19,0
S000457,C00457,P_BASIC_A,Annual,2023-06-13,Active,,,41.0,16,0
S000458,C00458,P_BUS_M,Monthly,2023-04-21,Expired,2024-06-14,,99.0,99,0
S000459,C00459,P_BUS_M,Monthly,2024-01-27,Churned,2024-09-23,Switched Competitor,99.0,99,0
S000460,C00460,P_BASIC_M,Monthly,2023-02-09,Active,,,99.0,19,0
S000461,C00461,P_BASIC_M,Monthly,2024-04-26,Active,,,19.0,19,1
S000462,C00462,P_BASIC_M,Monthly,2023-08-16,Active,,,19.0,19,1
S000463,C00463,P_BASIC_A,Annual,2023-07-24,Active,,,16.0,16,1
S000464,C00464,P_BUS_A,Annual,2024-04-16,Active,,,82.0,82,1
S000465,C00465,P_ENT_M,Monthly,2023-12-25,Churned,2024-01-24,Budget Cuts,249.0,249,1
S000466,C00466,P_PRO_A,Annual,2023-11-09,Churned,2024-02-07,Switched Competitor,41.0,41,1
S000467,C00467,P_PRO_M,Monthly,2023-08-22,Active,,,49.0,49,1
S000468,C00468,P_PRO_A,Annual,2023-08-17,Active,,,41.0,41,1
S000469,C00469,P_BASIC_M,Monthly,2023-01-25,Active,,,19.0,19,1
S000470,C00470,P_PRO_M,Monthly,2024-11-06,Churned,2024-12-31,Too Expensive,49.0,49,0
S000471,C00471,P_PRO_A,Annual,2023-07-17,Churned,2024-12-31,Missing Features,41.0,41,1
S000472,C00472,P_BASIC_M,Monthly,2024-02-13,Active,,,49.0,19,1
S000473,C00473,P_BUS_M,Monthly,2023-12-03,Active,,,99.0,99,1
S000474,C00474,P_PRO_M,Monthly,2023-10-13,Churned,2024-11-06,Technical Issues,49.0,49,1
S000475,C00475,P_PRO_M,Monthly,2023-03-13,Active,,,49.0,49,0
S000476,C00476,P_PRO_M,Monthly,2023-10-13,Active,,,49.0,49,1
S000477,C00477,P_BUS_M,Monthly,2023-12-26,Churned,2024-12-31,Poor Support,99.0,99,1
S000478,C00478,P_BASIC_M,Monthly,2024-10-18,Active,,,19.0,19,1
S000479,C00479,P_BASIC_A,Annual,2024-06-05,Expired,2024-12-31,,16.0,16,0
S000480,C00480,P_BASIC_A,Annual,2024-02-14,Active,,,41.0,16,1
S000481,C00481,P_BASIC_A,Annual,2024-11-26,Active,,,16.0,16,1
S000482,C00482,P_PRO_M,Monthly,2024-07-03,Expired,2024-11-30,,49.0,49,0
S000483,C00483,P_BASIC_A,Annual,2023-12-06,Active,,,16.0,16,0
S000484,C00484,P_BASIC_M,Monthly,2023-01-29,Active,,,19.0,19,1
S000485,C00485,P_BASIC_A,Annual,2023-04-29,Active,,,16.0,16,1
S000486,C00486,P_ENT_M,Monthly,2023-09-25,Expired,2024-12-31,,249.0,249,0
S000487,C00487,P_BUS_A,Annual,2023-07-02,Active,,,82.0,82,1
S000488,C00488,P_PRO_M,Monthly,2024-08-17,Expired,2024-12-31,,49.0,49,0
S000489,C00489,P_ENT_A,Annual,2023-09-29,Expired,2024-09-23,,208.0,208,0
S000490,C00490,P_BASIC_A,Annual,2023-02-09,Active,,,16.0,16,1
S000491,C00491,P_BASIC_A,Annual,2023-04-22,Active,,,16.0,16,1
S000492,C00492,P_BASIC_A,Annual,2024-09-02,Expired,2024-12-31,,16.0,16,0
S000493,C00493,P_PRO_A,Annual,2024-03-20,Active,,,41.0,41,1
S000494,C00494,P_BASIC_M,Monthly,2023-12-20,Active,,,19.0,19,1
S000495,C00495,P_BUS_A,Annual,2023-11-18,Active,,,82.0,82,0
S000496,C00496,P_ENT_A,Annual,2024-03-22,Expired,2024-04-21,,208.0,208,0
S000497,C00497,P_ENT_A,Annual,2024-09-12,Expired,2024-12-31,,208.0,208,0
S000498,C00498,P_PRO_M,Monthly,2024-06-07,Active,,,49.0,49,1
S000499,C00499,P_PRO_A,Annual,2023-04-29,Churned,2024-12-19,Payment Failure,41.0,41,1
S000500,C00500,P_PRO_A,Annual,2024-01-30,Churned,2024-12-31,Payment Failure,41.0,41,1
S000501,C00501,P_BASIC_A,Annual,2024-08-13,Active,,,16.0,16,1
S000502,C00502,P_BASIC_A,Annual,2023-07-14,Active,,,41.0,16,1
S000503,C00503,P_PRO_M,Monthly,2023-09-18,Churned,2024-08-13,Too Expensive,49.0,49,1
S000504,C00504,P_PRO_M,Monthly,2023-02-15,Active,,,49.0,49,1
S000505,C00505,P_BUS_A,Annual,2024-03-22,Active,,,82.0,82,0
S000506,C00506,P_BASIC_M,Monthly,2023-01-02,Churned,2024-01-27,No Longer Needed,19.0,19,1
S000507,C00507,P_BASIC_M,Monthly,2024-06-16,Active,,,19.0,19,1
S000508,C00508,P_BUS_A,Annual,2024-07-05,Churned,2024-12-31,Technical Issues,82.0,82,1
S000509,C00509,P_BUS_M,Monthly,2024-11-17,Active,,,99.0,99,1
S000510,C00510,P_BASIC_A,Annual,2023-07-21,Active,,,41.0,16,0
S000511,C00511,P_PRO_A,Annual,2024-01-08,Expired,2024-12-31,,41.0,41,0
S000512,C00512,P_BUS_A,Annual,2024-03-17,Active,,,82.0,82,1
S000513,C00513,P_BASIC_M,Monthly,2023-03-13,Churned,2024-02-06,Budget Cuts,19.0,19,1
S000514,C00514,P_BASIC_M,Monthly,2024-11-11,Expired,2024-12-31,,19.0,19,0
S000515,C00515,P_BASIC_A,Annual,2023-12-05,Churned,2024-09-30,Too Expensive,16.0,16,1
S000516,C00516,P_BASIC_M,Monthly,2024-09-30,Active,,,19.0,19,1
S000517,C00517,P_BASIC_M,Monthly,2023-11-18,Active,,,19.0,19,1
S000518,C00518,P_BASIC_A,Annual,2024-11-10,Active,,,16.0,16,1
S000519,C00519,P_BASIC_M,Monthly,2023-05-08,Active,,,19.0,19,1
S000520,C00520,P_BASIC_M,Monthly,2023-11-04,Active,,,19.0,19,1
S000521,C00521,P_BASIC_A,Annual,2024-06-03,Churned,2024-12-31,Missing Features,16.0,16,1
S000522,C00522,P_BASIC_A,Annual,2023-11-13,Churned,2024-12-31,Switched Competitor,16.0,16,0
S000523,C00523,P_PRO_A,Annual,2024-11-13,Active,,,41.0,41,0
S000524,C00524,P_BASIC_M,Monthly,2024-02-23,Active,,,19.0,19,1
S000525,C00525,P_BASIC_A,Annual,2023-12-01,Active,,,41.0,16,1
S000526,C00526,P_PRO_A,Annual,2024-02-17,Active,,,41.0,41,1
S000527,C00527,P_PRO_A,Annual,2023-10-30,Churned,2024-12-31,Missing Features,41.0,41,0
S000528,C00528,P_PRO_M,Monthly,2024-07-21,Active,,,49.0,49,1
S000529,C00529,P_BASIC_M,Monthly,2023-05-11,Expired,2024-08-03,,19.0,19,0
S000530,C00530,P_PRO_A,Annual,2023-07-16,Active,,,41.0,41,1
S000531,C00531,P_PRO_M,Monthly,2024-03-06,Active,,,49.0,49,1
S000532,C00532,P_PRO_A,Annual,2024-11-11,Churned,2024-12-31,No Longer Needed,41.0,41,0
S000533,C00533,P_BASIC_A,Annual,2024-01-24,Churned,2024-09-20,Technical Issues,16.0,16,1
S000534,C00534,P_BASIC_A,Annual,2024-11-24,Expired,2024-12-31,,16.0,16,0
S000535,C00535,P_PRO_M,Monthly,2023-06-28,Expired,2024-12-31,,49.0,49,0
S000536,C00536,P_PRO_M,Monthly,2024-09-22,Expired,2024-12-31,,49.0,49,0
S000537,C00537,P_BUS_M,Monthly,2024-08-05,Active,,,99.0,99,0
S000538,C00538,P_BASIC_M,Monthly,2023-11-05,Expired,2024-08-31,,19.0,19,0
S000539,C00539,P_ENT_A,Annual,2024-02-20,Active,,,208.0,208,1
S000540,C00540,P_BUS_M,Monthly,2024-07-15,Churned,2024-11-12,Poor Support,99.0,99,1
S000541,C00541,P_BASIC_A,Annual,2023-01-01,Active,,,16.0,16,1
S000542,C00542,P_PRO_A,Annual,2023-11-08,Churned,2024-12-31,Switched Competitor,41.0,41,1
S000543,C00543,P_BASIC_A,Annual,2023-10-21,Active,,,16.0,16,1
S000544,C00544,P_PRO_M,Monthly,2023-08-04,Active,,,49.0,49,1
S000545,C00545,P_BASIC_A,Annual,2024-03-16,Churned,2024-12-11,No Longer Needed,16.0,16,1
S000546,C00546,P_BASIC_A,Annual,2024-08-16,Active,,,16.0,16,0
S000547,C00547,P_BASIC_M,Monthly,2024-09-13,Active,,,19.0,19,1
S000548,C00548,P_BASIC_M,Monthly,2024-11-01,Active,,,49.0,19,1
S000549,C00549,P_PRO_A,Annual,2023-11-26,Active,,,41.0,41,1
S000550,C00550,P_BASIC_A,Annual,2024-04-21,Active,,,16.0,16,1
S000551,C00551,P_BUS_A,Annual,2024-03-28,Active,,,82.0,82,1
S000552,C00552,P_PRO_M,Monthly,2024-03-28,Expired,2024-07-26,,49.0,49,0
S000553,C00553,P_PRO_A,Annual,2024-11-22,Churned,2024-12-31,Payment Failure,41.0,41,1
S000554,C00554,P_BUS_M,Monthly,2023-08-07,Active,,,249.0,99,1
S000555,C00555,P_BASIC_M,Monthly,2024-06-07,Active,,,19.0,19,1
S000556,C00556,P_BUS_M,Monthly,2024-04-29,Expired,2024-08-27,,99.0,99,0
S000557,C00557,P_ENT_A,Annual,2023-06-23,Active,,,208.0,208,1
S000558,C00558,P_BASIC_M,Monthly,2024-11-05,Churned,2024-12-31,Too Expensive,19.0,19,0
S000559,C00559,P_BASIC_M,Monthly,2023-03-28,Active,,,19.0,19,1
S000560,C00560,P_ENT_M,Monthly,2023-10-18,Active,,,249.0,249,1
S000561,C00561,P_ENT_A,Annual,2024-06-11,Active,,,208.0,208,1
S000562,C00562,P_BASIC_M,Monthly,2024-11-10,Active,,,99.0,19,1
S000563,C00563,P_BASIC_M,Monthly,2024-10-10,Churned,2024-12-31,Payment Failure,19.0,19,0
S000564,C00564,P_BUS_A,Annual,2024-09-26,Churned,2024-12-31,Too Expensive,82.0,82,1
S000565,C00565,P_PRO_M,Monthly,2023-12-10,Churned,2024-12-31,Technical Issues,49.0,49,1
S000566,C00566,P_ENT_A,Annual,2023-04-06,Churned,2023-11-02,Switched Competitor,208.0,208,1
S000567,C00567,P_BASIC_M,Monthly,2023-08-29,Active,,,19.0,19,1
S000568,C00568,P_BASIC_A,Annual,2024-11-19,Churned,2024-12-31,Budget Cuts,16.0,16,0
S000569,C00569,P_BUS_A,Annual,2023-11-14,Active,,,208.0,82,0
S000570,C00570,P_BUS_A,Annual,2023-08-19,Churned,2023-12-17,Technical Issues,82.0,82,0
S000571,C00571,P_BUS_M,Monthly,2023-07-23,Expired,2024-02-18,,99.0,99,0
S000572,C00572,P_BASIC_A,Annual,2023-05-31,Active,,,16.0,16,0
S000573,C00573,P_BASIC_M,Monthly,2023-01-26,Active,,,19.0,19,0
S000574,C00574,P_BUS_A,Annual,2023-02-17,Active,,,82.0,82,1
S000575,C00575,P_BASIC_M,Monthly,2023-09-08,Active,,,19.0,19,0
S000576,C00576,P_ENT_M,Monthly,2024-05-01,Expired,2024-12-31,,249.0,249,0
S000577,C00577,P_BUS_A,Annual,2024-09-17,Active,,,82.0,82,1
S000578,C00578,P_BASIC_M,Monthly,2023-03-16,Active,,,19.0,19,1
S000579,C00579,P_PRO_M,Monthly,2024-04-11,Active,,,49.0,49,1
S000580,C00580,P_ENT_M,Monthly,2024-02-29,Expired,2024-11-25,,249.0,249,0
S000581,C00581,P_BUS_A,Annual,2024-10-06,Active,,,82.0,82,1
S000582,C00582,P_BUS_M,Monthly,2024-08-12,Expired,2024-12-31,,99.0,99,0
S000583,C00583,P_PRO_A,Annual,2023-07-19,Active,,,41.0,41,1
S000584,C00584,P_PRO_M,Monthly,2024-01-29,Active,,,49.0,49,1
S000585,C00585,P_PRO_A,Annual,2024-05-21,Expired,2024-10-18,,41.0,41,0
S000586,C00586,P_PRO_A,Annual,2024-02-14,Active,,,41.0,41,1
S000587,C00587,P_BASIC_M,Monthly,2023-09-07,Active,,,19.0,19,1
S000588,C00588,P_BUS_A,Annual,2023-06-01,Expired,2024-12-31,,82.0,82,0
S000589,C00589,P_PRO_M,Monthly,2024-11-02,Active,,,49.0,49,1
S000590,C00590,P_ENT_M,Monthly,2023-01-06,Expired,2024-11-26,,249.0,249,0
S000591,C00591,P_BASIC_M,Monthly,2023-04-20,Active,,,19.0,19,1
S000592,C00592,P_BASIC_M,Monthly,2024-03-11,Active,,,19.0,19,1
S000593,C00593,P_BASIC_A,Annual,2023-08-13,Active,,,41.0,16,1
S000594,C00594,P_PRO_M,Monthly,2023-06-30,Active,,,49.0,49,1
S000595,C00595,P_BASIC_M,Monthly,2024-06-14,Active,,,19.0,19,0
S000596,C00596,P_PRO_A,Annual,2024-04-20,Active,,,41.0,41,1
S000597,C00597,P_BUS_M,Monthly,2023-02-21,Active,,,99.0,99,0
S000598,C00598,P_PRO_A,Annual,2024-07-24,Expired,2024-11-21,,41.0,41,0
S000599,C00599,P_BASIC_M,Monthly,2023-09-13,Active,,,19.0,19,0
S000600,C00600,P_BASIC_A,Annual,2023-05-05,Expired,2024-07-28,,16.0,16,0
S000601,C00601,P_PRO_M,Monthly,2024-04-12,Active,,,49.0,49,1
S000602,C00602,P_BASIC_A,Annual,2023-05-17,Active,,,16.0,16,0
